0.06203559702782098 0.07395887333678935 0.0924485916709867 0.279419388284085 0.492137549680318
patent 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0009468881811138849 0.0006226650062266501
venezuelan 0.0016410850468191911 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00015566625155666251
batteri 0.0002896032435563278 9.589566551591868e-05 9.492168960607498e-05 0.0012912111560643884 0.00015566625155666251
controversi 0.0003861376580751038 0.0008630609896432681 0.00018984337921214997 0.0005164844624257553 7.783312577833126e-05
bayer 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.0014009962640099626
occident 0.0005792064871126556 9.589566551591868e-05 9.492168960607498e-05 0.0007747266936386331 0.00038916562889165627
sprint 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.0014009962640099626
transamerica 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0006025652061633813 0.0009339975093399751
willing 0.0004826720725938797 0.0003835826620636747 0.00047460844803037496 0.0005164844624257553 0.00015566625155666251
quantiti 0.0003861376580751038 0.0011507479861910242 0.00018984337921214997 8.608074373762589e-05 0.00023349937733499379
peg 0.0001930688290375519 9.589566551591868e-05 0.00132890365448505 0.00017216148747525178 0.00023349937733499379
frost 9.653441451877595e-05 0.0009589566551591868 9.492168960607498e-05 0.0005164844624257553 0.00031133250311332503
raid 0.0015445506323004152 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 7.783312577833126e-05
303 0.0001930688290375519 0.0004794783275795934 9.492168960607498e-05 0.00025824223121287767 0.0008561643835616438
zico 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0015494533872772661 7.783312577833126e-05
graphic 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0007747266936386331 0.0007783312577833125
dinar 9.653441451877595e-05 9.589566551591868e-05 0.0012339819648789748 8.608074373762589e-05 0.00046699875466998757
ltamerican 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0011190496685891365 0.00046699875466998757
tvx 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0015494533872772661 7.783312577833126e-05
model 9.653441451877595e-05 9.589566551591868e-05 0.00028476506881822496 8.608074373762589e-05 0.0012453300124533001
cap 9.653441451877595e-05 0.0004794783275795934 0.00028476506881822496 0.0005164844624257553 0.0005448318804483188
freedom 0.0004826720725938797 0.00019179133103183735 0.00028476506881822496 0.00034432297495050356 0.0006226650062266501
anacomp 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0007747266936386331 0.0007783312577833125
endotron 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.0014009962640099626
enforc 9.653441451877595e-05 9.589566551591868e-05 0.00018984337921214997 0.0012051304123267626 0.00023349937733499379
republican 0.0001930688290375519 0.0013425393172228615 9.492168960607498e-05 0.00025824223121287767 7.783312577833126e-05
387 9.653441451877595e-05 9.589566551591868e-05 0.00018984337921214997 0.0006886459499010071 0.0007004981320049813
user 0.0003861376580751038 0.0004794783275795934 9.492168960607498e-05 0.0006886459499010071 0.00023349937733499379
900 0.0002896032435563278 0.0003835826620636747 0.0005695301376364499 0.00017216148747525178 0.00046699875466998757
await 0.0001930688290375519 0.0008630609896432681 0.00037968675842429994 0.00034432297495050356 0.00015566625155666251
ltamo 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0011190496685891365 0.00038916562889165627
hutchison 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00034432297495050356 0.0010896637608966376
somewhat 0.0002896032435563278 0.00019179133103183735 0.000664451827242525 0.00025824223121287767 0.00046699875466998757
315 9.653441451877595e-05 0.00028768699654775604 0.00018984337921214997 8.608074373762589e-05 0.0010896637608966376
door 0.0002896032435563278 0.0003835826620636747 0.00018984337921214997 0.0007747266936386331 0.00023349937733499379
undermin 9.653441451877595e-05 0.00028768699654775604 0.0012339819648789748 0.00025824223121287767 7.783312577833126e-05
310 0.0001930688290375519 0.00028768699654775604 0.00018984337921214997 0.0006025652061633813 0.0005448318804483188
202 9.653441451877595e-05 0.00019179133103183735 0.00028476506881822496 0.00017216148747525178 0.0010118306351183063
harm 0.0008688097306689834 0.00019179133103183735 0.00037968675842429994 0.00034432297495050356 0.00015566625155666251
355 9.653441451877595e-05 0.00019179133103183735 0.00037968675842429994 0.00025824223121287767 0.0008561643835616438
289 0.0004826720725938797 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.0009339975093399751
written 0.0001930688290375519 0.00028768699654775604 0.00028476506881822496 0.00043040371868812945 0.0006226650062266501
298 0.0001930688290375519 0.0003835826620636747 0.00018984337921214997 0.00025824223121287767 0.0007783312577833125
378 9.653441451877595e-05 0.0003835826620636747 0.00028476506881822496 0.00025824223121287767 0.0007783312577833125
salari 0.0001930688290375519 0.00019179133103183735 0.00028476506881822496 0.0006025652061633813 0.0005448318804483188
crosbi 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0006886459499010071 0.0007783312577833125
lord 0.0003861376580751038 9.589566551591868e-05 0.00028476506881822496 8.608074373762589e-05 0.0009339975093399751
histori 0.0002896032435563278 0.00028768699654775604 9.492168960607498e-05 0.00043040371868812945 0.0007004981320049813
nestl 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0006886459499010071 0.0007783312577833125
autom 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0009468881811138849 0.0005448318804483188
elder 0.0001930688290375519 0.00019179133103183735 9.492168960607498e-05 0.0010329689248515107 0.00031133250311332503
430 9.653441451877595e-05 9.589566551591868e-05 0.00028476506881822496 0.00025824223121287767 0.0010118306351183063
1979 0.0006757409016314316 0.0003835826620636747 0.00018984337921214997 0.00025824223121287767 0.00038916562889165627
hillard 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0012051304123267626 0.00031133250311332503
deduct 0.0006757409016314316 0.00028768699654775604 9.492168960607498e-05 8.608074373762589e-05 0.0007004981320049813
owe 0.0004826720725938797 0.00019179133103183735 0.00047460844803037496 0.00043040371868812945 0.00031133250311332503
276 9.653441451877595e-05 0.00028768699654775604 9.492168960607498e-05 8.608074373762589e-05 0.0011674968866749688
semiannu 9.653441451877595e-05 0.00028768699654775604 0.00018984337921214997 8.608074373762589e-05 0.0010896637608966376
jim 0.0002896032435563278 0.0003835826620636747 0.00018984337921214997 0.0005164844624257553 0.00046699875466998757
445 9.653441451877595e-05 0.0003835826620636747 0.00018984337921214997 8.608074373762589e-05 0.0010118306351183063
pont 0.0001930688290375519 9.589566551591868e-05 9.492168960607498e-05 0.0008608074373762589 0.0005448318804483188
heyman 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00146337264353964 7.783312577833126e-05
jr 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0011190496685891365 0.00038916562889165627
rotterdam 0.0002896032435563278 0.0014384349827387803 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
213 0.0003861376580751038 9.589566551591868e-05 0.00018984337921214997 0.00025824223121287767 0.0008561643835616438
263 9.653441451877595e-05 0.00028768699654775604 9.492168960607498e-05 0.00025824223121287767 0.0010118306351183063
beef 9.653441451877595e-05 0.0009589566551591868 0.00018984337921214997 0.0006025652061633813 7.783312577833126e-05
idl 0.0003861376580751038 0.0010548523206751054 9.492168960607498e-05 8.608074373762589e-05 0.00031133250311332503
j 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0010329689248515107 0.00046699875466998757
pepsico 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0011190496685891365 0.00038916562889165627
resal 9.653441451877595e-05 9.589566551591868e-05 0.0014238253440911248 0.00025824223121287767 7.783312577833126e-05
mail 9.653441451877595e-05 0.00019179133103183735 9.492168960607498e-05 0.0006025652061633813 0.0007783312577833125
convinc 0.0004826720725938797 0.0003835826620636747 0.00047460844803037496 0.00034432297495050356 0.00023349937733499379
177 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.0013231631382316315
475 0.0002896032435563278 0.00019179133103183735 9.492168960607498e-05 0.0006886459499010071 0.0005448318804483188
pdvsa 0.0016410850468191911 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
forest 9.653441451877595e-05 0.00028768699654775604 9.492168960607498e-05 0.0010329689248515107 0.00031133250311332503
elsewher 0.0008688097306689834 0.0005753739930955121 0.00018984337921214997 0.00025824223121287767 7.783312577833126e-05
intellig 0.0002896032435563278 0.00019179133103183735 9.492168960607498e-05 0.00034432297495050356 0.0008561643835616438
procedur 0.0001930688290375519 0.0003835826620636747 0.00037968675842429994 0.00043040371868812945 0.00046699875466998757
papandr 0.0016410850468191911 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
southwestern 9.653441451877595e-05 0.00028768699654775604 9.492168960607498e-05 0.00025824223121287767 0.0010118306351183063
recogn 9.653441451877595e-05 0.0003835826620636747 0.00037968675842429994 0.00043040371868812945 0.0005448318804483188
built 0.0006757409016314316 0.00028768699654775604 0.00018984337921214997 0.00017216148747525178 0.0005448318804483188
bearish 0.0002896032435563278 0.00028768699654775604 0.0011390602752728999 0.00017216148747525178 7.783312577833126e-05
n 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0012051304123267626 0.00031133250311332503
injunct 0.0001930688290375519 9.589566551591868e-05 9.492168960607498e-05 0.0013772918998020143 7.783312577833126e-05
sour 0.0016410850468191911 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
wisconsin 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0012912111560643884 0.00023349937733499379
plane 0.0005792064871126556 0.00019179133103183735 9.492168960607498e-05 0.00025824223121287767 0.0007004981320049813
poison 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00146337264353964 7.783312577833126e-05
pill 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00146337264353964 7.783312577833126e-05
agenda 0.0001930688290375519 0.0010548523206751054 0.00037968675842429994 0.00025824223121287767 7.783312577833126e-05
decad 0.0004826720725938797 0.0003835826620636747 0.00047460844803037496 0.00017216148747525178 0.00038916562889165627
dole 9.653441451877595e-05 0.0016302263137706176 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
1992 0.0002896032435563278 0.0003835826620636747 0.00037968675842429994 0.00034432297495050356 0.00046699875466998757
mitsubishi 9.653441451877595e-05 0.00019179133103183735 0.00028476506881822496 0.0008608074373762589 0.00038916562889165627
evid 0.0001930688290375519 0.0003835826620636747 0.000664451827242525 0.00034432297495050356 0.00031133250311332503
sunday 0.0006757409016314316 0.00019179133103183735 0.00037968675842429994 0.0006025652061633813 7.783312577833126e-05
veget 9.653441451877595e-05 0.0014384349827387803 9.492168960607498e-05 0.00017216148747525178 0.00015566625155666251
530 0.0001930688290375519 0.0003835826620636747 9.492168960607498e-05 0.0006886459499010071 0.00046699875466998757
search 0.0011584129742253113 0.00019179133103183735 0.00018984337921214997 0.00025824223121287767 0.00015566625155666251
undertak 0.0001930688290375519 0.00028768699654775604 0.0008542952064546749 0.0005164844624257553 7.783312577833126e-05
197 0.0002896032435563278 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.0010896637608966376
vulner 0.0001930688290375519 0.0004794783275795934 0.0007593735168485999 0.00017216148747525178 0.00031133250311332503
percept 0.0001930688290375519 0.00028768699654775604 0.0007593735168485999 0.00034432297495050356 0.00031133250311332503
pershar 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 0.0011674968866749688
ultramar 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0006886459499010071 0.0007783312577833125
sound 0.0002896032435563278 0.00028768699654775604 0.00037968675842429994 0.0006886459499010071 0.00023349937733499379
seaway 9.653441451877595e-05 0.0014384349827387803 9.492168960607498e-05 0.00017216148747525178 0.00015566625155666251
heart 0.0004826720725938797 0.00028768699654775604 0.00028476506881822496 0.0006025652061633813 0.00023349937733499379
ambassador 0.0007722753161502076 9.589566551591868e-05 0.00047460844803037496 0.0005164844624257553 7.783312577833126e-05
extra 0.0001930688290375519 0.0003835826620636747 0.00037968675842429994 0.00034432297495050356 0.0005448318804483188
francais 0.0007722753161502076 9.589566551591868e-05 9.492168960607498e-05 0.0005164844624257553 0.00038916562889165627
surround 0.0001930688290375519 0.00019179133103183735 0.00047460844803037496 0.0007747266936386331 0.00023349937733499379
gardner 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00146337264353964 7.783312577833126e-05
often 0.0003861376580751038 0.0003835826620636747 0.0007593735168485999 0.00034432297495050356 7.783312577833126e-05
nonopec 0.0016410850468191911 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
232 0.0001930688290375519 0.00028768699654775604 9.492168960607498e-05 0.00017216148747525178 0.0010118306351183063
cabinet 0.0005792064871126556 0.0008630609896432681 0.00018984337921214997 0.00025824223121287767 7.783312577833126e-05
tv 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0012912111560643884 0.00023349937733499379
o 0.0001930688290375519 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 0.0010896637608966376
rmj 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00146337264353964 7.783312577833126e-05
truste 0.0002896032435563278 9.589566551591868e-05 9.492168960607498e-05 0.0008608074373762589 0.00046699875466998757
meanwhil 0.0002896032435563278 0.0004794783275795934 0.000664451827242525 0.00017216148747525178 0.00031133250311332503
casino 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0011190496685891365 0.00038916562889165627
wallenberg 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00146337264353964 7.783312577833126e-05
seipp 9.653441451877595e-05 9.589566551591868e-05 0.0008542952064546749 8.608074373762589e-05 0.0007004981320049813
print 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0012051304123267626 0.00031133250311332503
monitor 0.0004826720725938797 0.00028768699654775604 0.00037968675842429994 0.0006886459499010071 7.783312577833126e-05
253 9.653441451877595e-05 0.00019179133103183735 9.492168960607498e-05 0.00025824223121287767 0.0010896637608966376
seller 0.0002896032435563278 0.0007671653241273494 0.00047460844803037496 0.00034432297495050356 7.783312577833126e-05
pc 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0013772918998020143 0.00015566625155666251
troop 0.0015445506323004152 0.00019179133103183735 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
presenc 0.0006757409016314316 0.00019179133103183735 0.00028476506881822496 0.0006025652061633813 0.00015566625155666251
acknowledg 0.0001930688290375519 0.00019179133103183735 0.00037968675842429994 0.0010329689248515107 7.783312577833126e-05
olson 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0006025652061633813 0.0008561643835616438
nino 9.653441451877595e-05 0.0016302263137706176 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
connecticut 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0010329689248515107 0.00046699875466998757
compound 0.0001930688290375519 0.0010548523206751054 9.492168960607498e-05 8.608074373762589e-05 0.00046699875466998757
mountain 0.0001930688290375519 9.589566551591868e-05 9.492168960607498e-05 0.0012051304123267626 0.00023349937733499379
basf 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.0013231631382316315
cra 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.0013231631382316315
ward 9.653441451877595e-05 9.589566551591868e-05 0.00018984337921214997 0.0012912111560643884 0.00015566625155666251
darman 9.653441451877595e-05 9.589566551591868e-05 0.0016136687233032749 8.608074373762589e-05 7.783312577833126e-05
mellon 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.0013231631382316315
winterkil 9.653441451877595e-05 0.0016302263137706176 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
comalco 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.0013231631382316315
avana 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0013772918998020143 0.00015566625155666251
audi 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.0013231631382316315
disrupt 0.0002896032435563278 0.0003835826620636747 0.00028476506881822496 0.00034432297495050356 0.00046699875466998757
civil 9.653441451877595e-05 0.0005753739930955121 0.00028476506881822496 0.00034432297495050356 0.00046699875466998757
287 9.653441451877595e-05 0.00019179133103183735 9.492168960607498e-05 8.608074373762589e-05 0.0011674968866749688
campaign 0.0002896032435563278 0.0009589566551591868 9.492168960607498e-05 0.00025824223121287767 0.00023349937733499379
rout 0.0001930688290375519 0.0004794783275795934 0.00018984337921214997 0.0006025652061633813 0.00031133250311332503
liber 0.0001930688290375519 0.0005753739930955121 0.0008542952064546749 8.608074373762589e-05 0.00015566625155666251
shut 0.0014480162177816392 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00015566625155666251
virtual 0.0004826720725938797 0.00028768699654775604 0.00047460844803037496 0.00025824223121287767 0.00031133250311332503
justifi 0.0004826720725938797 0.00019179133103183735 0.000664451827242525 0.00034432297495050356 0.00015566625155666251
win 0.0001930688290375519 9.589566551591868e-05 0.00018984337921214997 0.0009468881811138849 0.00031133250311332503
northeast 0.0002896032435563278 0.0006712696586114307 9.492168960607498e-05 0.0006025652061633813 0.00015566625155666251
pursuant 0.0001930688290375519 9.589566551591868e-05 0.00018984337921214997 0.0011190496685891365 0.00015566625155666251
349 9.653441451877595e-05 9.589566551591868e-05 0.00018984337921214997 0.00017216148747525178 0.0010896637608966376
moor 0.0005792064871126556 9.589566551591868e-05 9.492168960607498e-05 0.0008608074373762589 0.00015566625155666251
575 9.653441451877595e-05 0.00028768699654775604 0.00018984337921214997 0.0005164844624257553 0.0006226650062266501
distanc 0.0002896032435563278 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.0010118306351183063
243 0.0001930688290375519 9.589566551591868e-05 0.00018984337921214997 8.608074373762589e-05 0.0010896637608966376
330 0.0002896032435563278 9.589566551591868e-05 0.00018984337921214997 0.00017216148747525178 0.0009339975093399751
227 9.653441451877595e-05 0.0003835826620636747 0.00028476506881822496 8.608074373762589e-05 0.0008561643835616438
valid 0.0002896032435563278 0.0003835826620636747 0.00028476506881822496 0.0006886459499010071 0.00015566625155666251
dollaryen 9.653441451877595e-05 9.589566551591868e-05 0.0015187470336971997 8.608074373762589e-05 7.783312577833126e-05
me 0.0002896032435563278 0.00019179133103183735 0.00037968675842429994 0.0008608074373762589 7.783312577833126e-05
greenmail 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0013772918998020143 7.783312577833126e-05
320 9.653441451877595e-05 0.00019179133103183735 0.00018984337921214997 0.00025824223121287767 0.0009339975093399751
01 0.0006757409016314316 0.0004794783275795934 9.492168960607498e-05 8.608074373762589e-05 0.00046699875466998757
conflict 0.0004826720725938797 0.00028768699654775604 0.0007593735168485999 0.00017216148747525178 0.00015566625155666251
sanwa 9.653441451877595e-05 9.589566551591868e-05 0.00018984337921214997 0.0010329689248515107 0.00031133250311332503
firmer 0.0004826720725938797 0.00019179133103183735 0.00047460844803037496 0.00043040371868812945 0.00023349937733499379
weaker 0.0002896032435563278 0.00019179133103183735 0.0008542952064546749 0.00017216148747525178 0.00031133250311332503
guess 9.653441451877595e-05 0.0010548523206751054 0.00037968675842429994 0.00017216148747525178 0.00015566625155666251
lear 0.0001930688290375519 9.589566551591868e-05 9.492168960607498e-05 0.0012051304123267626 0.00015566625155666251
344 0.0003861376580751038 9.589566551591868e-05 0.00018984337921214997 0.00017216148747525178 0.0008561643835616438
334 9.653441451877595e-05 0.00028768699654775604 0.00018984337921214997 0.00034432297495050356 0.0007783312577833125
breakup 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0013772918998020143 7.783312577833126e-05
guard 0.0005792064871126556 9.589566551591868e-05 0.00028476506881822496 0.0007747266936386331 7.783312577833126e-05
222 9.653441451877595e-05 0.00019179133103183735 0.00018984337921214997 0.00017216148747525178 0.0010118306351183063
petroleo 0.0015445506323004152 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
quak 0.0015445506323004152 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
438 9.653441451877595e-05 0.00019179133103183735 0.00028476506881822496 0.00017216148747525178 0.0009339975093399751
articl 0.0001930688290375519 0.00028768699654775604 0.00028476506881822496 0.0006886459499010071 0.00031133250311332503
223 9.653441451877595e-05 0.00019179133103183735 9.492168960607498e-05 0.0005164844624257553 0.0007783312577833125
peke 0.0009653441451877594 0.0006712696586114307 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
bridg 0.0005792064871126556 9.589566551591868e-05 0.00018984337921214997 0.0008608074373762589 7.783312577833126e-05
mississippi 0.0001930688290375519 0.0007671653241273494 9.492168960607498e-05 0.00017216148747525178 0.0005448318804483188
294 9.653441451877595e-05 0.00019179133103183735 0.00018984337921214997 0.00034432297495050356 0.0008561643835616438
ltag 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0013772918998020143 7.783312577833126e-05
lincoln 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0010329689248515107 0.00038916562889165627
cutback 0.0010618785597065353 0.00028768699654775604 9.492168960607498e-05 0.00017216148747525178 0.00023349937733499379
625 0.0001930688290375519 9.589566551591868e-05 0.00028476506881822496 0.0006886459499010071 0.00046699875466998757
restraint 0.0005792064871126556 9.589566551591868e-05 0.00028476506881822496 0.0006025652061633813 0.00023349937733499379
chevron 0.0015445506323004152 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
bar 0.0001930688290375519 0.00028768699654775604 0.00037968675842429994 0.0007747266936386331 0.00015566625155666251
supercomput 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0013772918998020143 7.783312577833126e-05
apart 0.0002896032435563278 9.589566551591868e-05 0.00037968675842429994 0.00043040371868812945 0.0005448318804483188
phillip 0.0007722753161502076 9.589566551591868e-05 0.0005695301376364499 0.00017216148747525178 0.00023349937733499379
temporarili 0.0005792064871126556 0.00019179133103183735 0.0005695301376364499 0.00025824223121287767 0.00023349937733499379
9025 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0013772918998020143 7.783312577833126e-05
divid 0.0007722753161502076 0.00019179133103183735 0.0005695301376364499 0.00025824223121287767 7.783312577833126e-05
maryland 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0013772918998020143 7.783312577833126e-05
ltpcc 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0013772918998020143 7.783312577833126e-05
steadili 0.0005792064871126556 0.0004794783275795934 0.00047460844803037496 8.608074373762589e-05 0.00023349937733499379
279 9.653441451877595e-05 0.00028768699654775604 9.492168960607498e-05 0.0005164844624257553 0.0007004981320049813
essenti 9.653441451877595e-05 0.0004794783275795934 0.00047460844803037496 0.00034432297495050356 0.00038916562889165627
jack 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0006886459499010071 0.0007004981320049813
resid 0.0001930688290375519 0.0003835826620636747 0.0008542952064546749 0.00034432297495050356 7.783312577833126e-05
hall 0.0003861376580751038 0.0007671653241273494 9.492168960607498e-05 0.00025824223121287767 0.00031133250311332503
257 9.653441451877595e-05 0.0003835826620636747 9.492168960607498e-05 0.00017216148747525178 0.0009339975093399751
boycott 0.0007722753161502076 9.589566551591868e-05 0.0008542952064546749 8.608074373762589e-05 7.783312577833126e-05
thatcher 0.0004826720725938797 9.589566551591868e-05 0.0005695301376364499 0.0006025652061633813 7.783312577833126e-05
arco 0.0002896032435563278 9.589566551591868e-05 9.492168960607498e-05 0.0006886459499010071 0.0005448318804483188
underway 0.0002896032435563278 0.0004794783275795934 0.00018984337921214997 0.0006025652061633813 0.00023349937733499379
membership 0.0002896032435563278 0.0005753739930955121 0.0008542952064546749 8.608074373762589e-05 7.783312577833126e-05
ibm 9.653441451877595e-05 9.589566551591868e-05 0.00018984337921214997 8.608074373762589e-05 0.0011674968866749688
ucpb 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0013772918998020143 7.783312577833126e-05
akzo 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0010329689248515107 0.00038916562889165627
268 9.653441451877595e-05 0.00019179133103183735 0.00018984337921214997 0.00017216148747525178 0.0010118306351183063
team 0.0001930688290375519 0.00028768699654775604 0.00028476506881822496 0.0006025652061633813 0.00038916562889165627
iowa 9.653441451877595e-05 0.0011507479861910242 0.00018984337921214997 8.608074373762589e-05 0.00031133250311332503
echlin 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0006886459499010071 0.0007004981320049813
glass 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0006886459499010071 0.0007004981320049813
cinema 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 0.0010896637608966376
40000 0.0007722753161502076 0.00019179133103183735 0.00018984337921214997 0.00017216148747525178 0.00046699875466998757
273 9.653441451877595e-05 0.00019179133103183735 0.00018984337921214997 8.608074373762589e-05 0.0010896637608966376
pinola 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0011190496685891365 0.00031133250311332503
twoyear 0.0002896032435563278 9.589566551591868e-05 0.0005695301376364499 0.0006025652061633813 0.00023349937733499379
davi 0.0003861376580751038 9.589566551591868e-05 9.492168960607498e-05 0.0006886459499010071 0.00046699875466998757
biotechnolog 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0009468881811138849 0.00046699875466998757
danforth 9.653441451877595e-05 0.0004794783275795934 9.492168960607498e-05 0.0007747266936386331 0.00031133250311332503
broke 0.0002896032435563278 0.00028768699654775604 0.00028476506881822496 0.0006025652061633813 0.00031133250311332503
advisori 9.653441451877595e-05 0.0003835826620636747 9.492168960607498e-05 0.0010329689248515107 0.00015566625155666251
ami 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0013772918998020143 7.783312577833126e-05
moratorium 0.0001930688290375519 9.589566551591868e-05 0.00028476506881822496 8.608074373762589e-05 0.0010118306351183063
probe 9.653441451877595e-05 0.0003835826620636747 0.00018984337921214997 0.0010329689248515107 7.783312577833126e-05
evan 0.0009653441451877594 9.589566551591868e-05 9.492168960607498e-05 0.0006025652061633813 7.783312577833126e-05
prudenti 0.0001930688290375519 0.00019179133103183735 9.492168960607498e-05 0.00025824223121287767 0.0009339975093399751
simon 0.0006757409016314316 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 0.0006226650062266501
cie 0.0002896032435563278 9.589566551591868e-05 9.492168960607498e-05 0.00043040371868812945 0.0007783312577833125
quest 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0012912111560643884 0.00015566625155666251
retali 9.653441451877595e-05 0.0005753739930955121 0.0008542952064546749 0.00025824223121287767 7.783312577833126e-05
paddi 9.653441451877595e-05 0.0015343306482546988 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
widen 0.0002896032435563278 0.0003835826620636747 0.0007593735168485999 0.00017216148747525178 0.00023349937733499379
ecuadorean 0.0015445506323004152 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
